Student ID,Age,Gender,Major,Year of Study,TOEFL Score,IELTS Score,Previous English Grade,Learning Style,Learning Mode,Learning Pace,Learning Time,Material Type,Hours/Week,Participation,Quiz Score,Engagement Level,Competency Level,Final Grade
ID_297,21.0,F,Engineering,Freshman,117.0,5.6,D,Visual,Online,Fast,Evening,Interactive,6.0,Medium,82.0,Medium,Advanced,B
ID_52,20.0,M,Literature,Freshman,62.0,8.7,A,Auditory,Online,Slow,Afternoon,Audio,11.0,High,62.0,Low,Beginner,D
ID_224,18.0,F,Literature,Junior,71.0,7.0,A,Visual,In-person,Average,Afternoon,Interactive,16.0,High,79.0,Low,Intermediate,B
ID_400,18.0,F,Engineering,Freshman,96.0,5.7,B,Auditory,In-person,Average,Evening,Text,5.0,Low,85.0,Medium,Intermediate,B
ID_288,20.0,F,Literature,Freshman,61.0,8.2,C,Reading/Writing,Hybrid,Average,Afternoon,Text,10.0,High,76.0,Medium,Advanced,C
ID_372,23.0,F,Biology,Freshman,60.0,5.9,F,Auditory,Online,Average,Afternoon,Video,15.0,Medium,99.0,Medium,Intermediate,C
ID_365,20.0,M,Chemistry,Freshman,100.0,7.3,D,Kinesthetic,In-person,Fast,Morning,Interactive,6.0,High,78.0,Medium,Beginner,B
ID_214,24.0,M,Mathematics,Senior,62.0,8.9,C,Reading/Writing,In-person,Fast,Evening,Interactive,19.0,High,64.0,Medium,Beginner,A
ID_412,22.0,M,Literature,Freshman,92.0,7.3,F,Reading/Writing,Online,Slow,Afternoon,Text,8.0,High,82.0,Medium,Advanced,C
ID_48,21.0,M,Engineering,Junior,65.0,5.0,B,Reading/Writing,Hybrid,Average,Afternoon,Audio,6.0,High,75.0,High,Beginner,C
ID_291,18.0,M,Engineering,Freshman,95.0,5.4,B,Reading/Writing,In-person,Slow,Evening,Interactive,19.0,Medium,56.0,Medium,Beginner,C
ID_290,18.0,F,Chemistry,Freshman,93.0,7.0,C,Visual,In-person,Slow,Morning,Text,19.0,Low,87.0,High,Beginner,B
ID_459,22.0,M,Engineering,Junior,106.0,7.4,A,Auditory,Online,Average,Evening,Audio,9.0,High,95.0,High,Intermediate,F
ID_37,19.0,F,Biology,Junior,76.0,6.5,A,Reading/Writing,Hybrid,Slow,Afternoon,Text,16.0,Low,56.0,High,Intermediate,F
ID_193,24.0,F,Engineering,Sophomore,90.0,7.4,A,Visual,In-person,Average,Afternoon,Audio,6.0,High,51.0,Low,Advanced,C
ID_424,24.0,F,Chemistry,Junior,93.0,6.6,C,Visual,Online,Fast,Evening,Text,16.0,Low,90.0,Medium,Advanced,F
ID_308,21.0,M,Chemistry,Junior,85.0,6.3,D,Auditory,Hybrid,Average,Evening,Text,16.0,Medium,52.0,High,Advanced,B
ID_480,24.0,F,Mathematics,Sophomore,105.0,5.6,A,Auditory,Hybrid,Fast,Afternoon,Interactive,17.0,High,73.0,Low,Beginner,F
ID_163,19.0,M,Chemistry,Senior,72.0,8.0,D,Visual,Online,Average,Afternoon,Text,5.0,High,84.0,Medium,Intermediate,B
ID_477,21.0,M,Mathematics,Sophomore,86.0,8.2,A,Auditory,Hybrid,Fast,Morning,Video,12.0,High,50.0,Low,Advanced,C
ID_483,19.0,M,Biology,Sophomore,60.0,5.4,C,Visual,In-person,Fast,Morning,Video,6.0,High,68.0,Medium,Intermediate,B
ID_78,18.0,M,Mathematics,Senior,74.0,6.9,F,Reading/Writing,Online,Fast,Morning,Text,14.0,High,68.0,High,Intermediate,A
ID_489,19.0,M,Chemistry,Senior,107.0,7.6,A,Visual,Online,Fast,Afternoon,Audio,15.0,High,60.0,High,Beginner,B
ID_120,22.0,M,Biology,Freshman,77.0,6.6,F,Auditory,In-person,Slow,Afternoon,Text,13.0,Medium,88.0,Medium,Advanced,A
ID_277,24.0,M,Mathematics,Senior,83.0,6.7,D,Kinesthetic,Hybrid,Average,Evening,Interactive,8.0,High,50.0,Medium,Advanced,F
ID_336,22.0,M,Chemistry,Freshman,76.0,6.2,B,Kinesthetic,Online,Fast,Morning,Text,12.0,High,73.0,Low,Beginner,D
ID_4,24.0,F,Chemistry,Freshman,106.0,8.0,C,Kinesthetic,Online,Slow,Evening,Text,10.0,Medium,71.0,Low,Advanced,A
ID_150,20.0,F,Biology,Senior,87.0,7.6,C,Reading/Writing,Online,Slow,Afternoon,Text,7.0,Low,53.0,Medium,Beginner,C
ID_255,22.0,M,Chemistry,Sophomore,69.0,6.2,C,Auditory,In-person,Fast,Morning,Video,17.0,High,73.0,Medium,Advanced,B
ID_428,21.0,F,Engineering,Sophomore,116.0,7.9,A,Visual,In-person,Slow,Morning,Audio,13.0,Low,83.0,High,Advanced,D
ID_432,24.0,F,Mathematics,Senior,106.0,8.1,C,Visual,Online,Average,Afternoon,Video,16.0,Medium,73.0,Low,Beginner,D
ID_482,19.0,M,Chemistry,Sophomore,92.0,6.7,B,Kinesthetic,Hybrid,Fast,Afternoon,Text,8.0,High,56.0,High,Beginner,D
ID_352,21.0,F,Literature,Senior,106.0,6.5,D,Visual,Online,Average,Morning,Text,6.0,Medium,78.0,Medium,Advanced,F
ID_394,19.0,F,Engineering,Junior,118.0,7.6,F,Reading/Writing,Online,Fast,Morning,Video,13.0,Low,58.0,Medium,Beginner,D
ID_170,24.0,F,Literature,Sophomore,98.0,5.6,B,Auditory,In-person,Average,Afternoon,Interactive,10.0,Medium,86.0,Medium,Intermediate,C
ID_478,20.0,M,Literature,Freshman,67.0,7.1,B,Auditory,In-person,Slow,Morning,Video,13.0,Medium,98.0,High,Beginner,B
ID_260,19.0,M,Chemistry,Senior,74.0,9.0,B,Auditory,Hybrid,Fast,Morning,Video,8.0,Low,52.0,Medium,Beginner,F
ID_280,18.0,F,Mathematics,Sophomore,110.0,6.0,A,Kinesthetic,Online,Slow,Evening,Text,8.0,Medium,53.0,Medium,Beginner,C
ID_231,20.0,M,Mathematics,Junior,114.0,8.9,B,Auditory,In-person,Average,Evening,Video,11.0,High,57.0,High,Intermediate,F
ID_105,23.0,F,Engineering,Freshman,221.31038714571784,7.9,A,Auditory,In-person,Fast,Afternoon,Video,15.0,Low,83.0,High,Advanced,F
ID_21,23.0,M,Literature,Sophomore,98.0,6.6,A,Auditory,Hybrid,Fast,Evening,Video,6.0,High,92.0,Low,Intermediate,D
ID_195,20.0,M,Mathematics,Sophomore,100.0,8.7,F,Auditory,Online,Fast,Evening,Text,15.0,Medium,62.0,Low,Advanced,C
ID_413,23.0,F,Mathematics,Sophomore,108.0,7.8,A,Auditory,In-person,Fast,Afternoon,Interactive,6.0,Low,50.0,High,Intermediate,C
ID_480,24.0,F,Mathematics,Sophomore,105.0,5.6,A,Auditory,Hybrid,Fast,Afternoon,Interactive,17.0,High,73.0,Low,Beginner,F
ID_417,21.0,M,Literature,Junior,101.0,5.6,D,Kinesthetic,In-person,Average,Morning,Text,6.0,Medium,67.0,Low,Advanced,B
ID_93,21.0,F,Biology,Sophomore,105.0,6.4,F,Reading/Writing,Hybrid,Slow,Evening,Interactive,13.0,High,83.0,Low,Beginner,C
ID_283,22.0,F,Chemistry,Freshman,95.0,7.1,F,Kinesthetic,Hybrid,Slow,Evening,Audio,13.0,Low,94.0,High,Intermediate,C
ID_104,18.0,M,Mathematics,Junior,97.0,5.7,C,Visual,In-person,Slow,Afternoon,Audio,11.0,High,82.0,High,Intermediate,D
ID_120,22.0,M,Biology,Freshman,77.0,6.6,F,Auditory,In-person,Slow,Afternoon,Text,13.0,Medium,88.0,Medium,Advanced,A
ID_281,24.0,M,Mathematics,Freshman,91.0,8.0,C,Kinesthetic,In-person,Slow,Morning,Audio,19.0,Low,84.0,Medium,Beginner,D
ID_297,21.0,F,Engineering,Freshman,117.0,5.6,D,Visual,Online,Fast,Evening,Interactive,6.0,Medium,82.0,Medium,Advanced,B
ID_94,19.0,F,Engineering,Freshman,74.0,5.9,D,Reading/Writing,Hybrid,Fast,Morning,Video,7.0,Low,78.0,Medium,Advanced,B
ID_345,23.0,M,Literature,Senior,60.0,6.1,B,Auditory,Online,Average,Evening,Text,15.0,Low,64.0,Medium,Beginner,B
ID_210,23.0,M,Mathematics,Freshman,65.0,6.6,D,Visual,Hybrid,Fast,Evening,Text,17.0,High,65.0,Medium,Intermediate,D
ID_106,22.0,F,Literature,Freshman,116.0,8.5,A,Reading/Writing,Online,Average,Morning,Text,17.0,Low,65.0,High,Intermediate,C
ID_2,32.34517415510025,F,Biology,Sophomore,92.0,8.1,C,Auditory,In-person,Fast,Morning,Video,8.0,Low,57.0,Medium,Advanced,C
ID_185,24.0,M,Engineering,Senior,70.0,6.1,D,Reading/Writing,Online,Slow,Morning,Audio,19.0,Low,80.0,Low,Intermediate,D
ID_301,20.0,M,Engineering,Freshman,104.0,6.5,A,Kinesthetic,Online,Fast,Afternoon,Audio,18.0,High,90.0,Low,Intermediate,A
ID_346,18.0,M,Engineering,Freshman,99.0,5.1,F,Kinesthetic,In-person,Fast,Morning,Video,11.0,Medium,93.0,Medium,Intermediate,B
ID_351,23.0,M,Biology,Senior,82.0,7.5,C,Visual,In-person,Fast,Evening,Audio,19.0,High,56.0,Low,Beginner,B
ID_54,22.0,F,Literature,Junior,60.0,8.7,D,Visual,In-person,Slow,Evening,Video,6.0,Medium,72.0,Low,Beginner,C
ID_398,21.0,F,Mathematics,Freshman,61.0,8.7,C,Kinesthetic,Hybrid,Slow,Afternoon,Video,14.0,Medium,58.0,Low,Advanced,F
ID_385,23.0,M,Mathematics,Freshman,108.0,8.4,D,Visual,Hybrid,Fast,Evening,Interactive,6.0,Low,88.0,Medium,Intermediate,C
ID_183,23.0,F,Chemistry,Sophomore,108.0,5.1,A,Kinesthetic,In-person,Average,Morning,Interactive,15.0,Medium,75.0,Low,Beginner,F
ID_318,19.0,F,Biology,Junior,61.0,8.6,F,Kinesthetic,Online,Average,Morning,Video,14.0,Medium,67.0,Low,Intermediate,D
ID_298,21.0,M,Engineering,Sophomore,113.0,6.3,A,Reading/Writing,Hybrid,Fast,Morning,Audio,9.0,Low,99.0,Low,Beginner,C
ID_444,24.0,M,Engineering,Sophomore,101.0,8.5,D,Kinesthetic,Hybrid,Average,Morning,Video,18.0,High,67.0,Medium,Intermediate,B
ID_339,18.0,M,Engineering,Freshman,116.0,7.6,A,Auditory,Hybrid,Average,Evening,Video,11.0,Low,81.0,Medium,Beginner,D
ID_78,18.0,M,Mathematics,Senior,74.0,6.9,F,Reading/Writing,Online,Fast,Morning,Text,14.0,High,68.0,High,Intermediate,A
ID_316,18.0,M,Chemistry,Junior,73.0,7.5,C,Visual,Online,Average,Morning,Interactive,8.0,High,73.0,High,Beginner,F
ID_230,23.0,F,Mathematics,Freshman,78.0,5.5,F,Reading/Writing,Online,Slow,Afternoon,Interactive,18.0,Low,89.0,Low,Intermediate,D
ID_343,20.0,F,Biology,Freshman,96.0,15.409755195980615,C,Reading/Writing,In-person,Fast,Morning,Audio,12.0,Low,50.0,Medium,Beginner,B
ID_38,21.0,M,Mathematics,Senior,103.0,6.6,D,Auditory,Online,Average,Evening,Video,7.0,Medium,99.0,High,Advanced,D
ID_146,24.0,M,Literature,Freshman,74.0,6.3,D,Visual,Online,Average,Afternoon,Audio,19.0,Low,96.0,Low,Intermediate,A
ID_37,19.0,F,Biology,Junior,76.0,6.5,A,Reading/Writing,Hybrid,Slow,Afternoon,Text,16.0,Low,56.0,High,Intermediate,F
ID_444,24.0,M,Engineering,Sophomore,101.0,8.5,D,Kinesthetic,Hybrid,Average,Morning,Video,18.0,High,67.0,Medium,Intermediate,B
ID_368,21.0,M,Biology,Freshman,79.0,7.6,C,Reading/Writing,In-person,Average,Evening,Audio,8.0,Low,71.0,Low,Beginner,B
ID_487,20.0,F,Biology,Sophomore,73.0,9.0,B,Visual,In-person,Slow,Morning,Video,17.0,Low,78.0,Medium,Intermediate,A
ID_79,21.0,F,Biology,Senior,86.0,8.2,C,Kinesthetic,Hybrid,Fast,Morning,Video,8.0,Low,67.0,Low,Intermediate,D
ID_132,20.0,M,Biology,Sophomore,119.0,8.6,D,Visual,Hybrid,Fast,Evening,Video,16.0,High,58.0,High,Intermediate,C
ID_319,24.0,M,Literature,Sophomore,114.0,7.5,F,Kinesthetic,Online,Slow,Morning,Video,18.0,Low,99.0,High,Advanced,F
ID_321,23.0,F,Biology,Senior,64.0,5.3,A,Auditory,Online,Slow,Afternoon,Video,7.0,Low,99.0,High,Advanced,D
ID_372,23.0,F,Biology,Freshman,60.0,5.9,F,Auditory,Online,Average,Afternoon,Video,15.0,Medium,99.0,Medium,Intermediate,C
ID_43,24.0,F,Engineering,Freshman,106.0,8.3,B,Reading/Writing,Hybrid,Slow,Morning,Interactive,7.0,Medium,76.0,Medium,Beginner,F
ID_126,21.0,M,Mathematics,Senior,97.0,5.4,C,Kinesthetic,In-person,Average,Morning,Text,9.0,Low,73.0,Low,Beginner,C
ID_146,24.0,M,Literature,Freshman,74.0,6.3,D,Visual,Online,Average,Afternoon,Audio,19.0,Low,96.0,Low,Intermediate,A
ID_408,18.0,F,Mathematics,Senior,96.0,7.2,F,Visual,Hybrid,Slow,Afternoon,Text,10.0,Low,82.0,Medium,Beginner,A
ID_427,18.0,M,Engineering,Senior,88.0,7.2,F,Kinesthetic,Online,Average,Afternoon,Text,14.0,High,65.0,Medium,Advanced,D
ID_451,19.0,F,Engineering,Sophomore,114.0,6.6,F,Auditory,Online,Fast,Evening,Video,8.0,High,67.0,Low,Advanced,D
ID_146,24.0,M,Literature,Freshman,74.0,6.3,D,Visual,Online,Average,Afternoon,Audio,19.0,Low,96.0,Low,Intermediate,A
ID_387,23.0,M,Engineering,Sophomore,103.0,8.7,B,Reading/Writing,Online,Slow,Morning,Audio,6.0,High,54.0,Low,Intermediate,F
ID_196,23.0,M,Engineering,Junior,109.0,7.0,F,Kinesthetic,Hybrid,Slow,Morning,Text,15.0,Medium,88.0,Low,Intermediate,A
ID_478,20.0,M,Literature,Freshman,67.0,7.1,B,Auditory,In-person,Slow,Morning,Video,13.0,Medium,98.0,High,Beginner,B
ID_93,21.0,F,Biology,Sophomore,105.0,6.4,F,Reading/Writing,Hybrid,Slow,Evening,Interactive,13.0,High,83.0,Low,Beginner,C
ID_409,21.0,F,Biology,Junior,112.0,7.4,D,Reading/Writing,Hybrid,Fast,Afternoon,Audio,17.0,High,67.0,Medium,Intermediate,A
ID_427,18.0,M,Engineering,Senior,88.0,7.2,F,Kinesthetic,Online,Average,Afternoon,Text,14.0,High,65.0,Medium,Advanced,D
ID_144,19.0,M,Engineering,Junior,105.0,12.107208005814798,A,Visual,Online,Fast,Morning,Video,18.0,Low,64.0,Medium,Advanced,C
ID_16,20.0,M,Biology,Freshman,63.0,5.0,C,Kinesthetic,Hybrid,Average,Afternoon,Audio,8.0,High,92.0,Low,Intermediate,A
ID_144,19.0,M,Engineering,Junior,105.0,7.6,A,Visual,Online,Fast,Morning,Video,18.0,Low,64.0,Medium,Advanced,C
ID_364,23.0,F,Engineering,Senior,89.0,7.4,F,Reading/Writing,Online,Fast,Afternoon,Interactive,11.0,Medium,79.0,Medium,Advanced,B
ID_130,18.0,F,Engineering,Sophomore,84.0,5.3,B,Visual,Online,Slow,Evening,Audio,18.0,High,53.0,High,Advanced,A
ID_162,22.0,M,Chemistry,Senior,100.0,6.8,D,Auditory,Online,Average,Afternoon,Text,11.0,Low,60.0,Low,Advanced,F
ID_52,20.0,M,Literature,Freshman,62.0,16.534748749993994,A,Auditory,Online,Slow,Afternoon,Audio,11.0,High,62.0,Low,Beginner,D
ID_130,18.0,F,Engineering,Sophomore,84.0,5.3,B,Visual,Online,Slow,Evening,Audio,18.0,High,53.0,High,Advanced,A
ID_166,23.0,F,Biology,Junior,72.0,8.2,F,Kinesthetic,Hybrid,Slow,Morning,Video,16.0,Medium,62.0,Low,Advanced,D
ID_161,18.0,F,Engineering,Junior,92.0,5.4,B,Visual,Hybrid,Average,Evening,Interactive,11.0,Medium,79.0,Low,Beginner,D
ID_461,24.0,M,Biology,Senior,60.0,7.6,B,Visual,Hybrid,Average,Morning,Video,12.0,High,99.0,Medium,Intermediate,D
ID_377,18.0,M,Biology,Sophomore,116.0,8.8,C,Kinesthetic,Hybrid,Fast,Afternoon,Interactive,17.0,Low,51.0,Low,Beginner,F
ID_489,19.0,M,Chemistry,Senior,107.0,7.6,A,Visual,Online,Fast,Afternoon,Audio,15.0,High,60.0,High,Beginner,B
ID_328,21.0,M,Biology,Freshman,73.0,5.3,C,Auditory,In-person,Fast,Afternoon,Video,9.0,High,85.0,High,Beginner,A
ID_362,19.0,M,Mathematics,Freshman,69.0,6.2,B,Kinesthetic,Online,Average,Morning,Audio,9.0,High,63.0,Medium,Advanced,A
ID_183,23.0,F,Chemistry,Sophomore,108.0,5.1,A,Kinesthetic,In-person,Average,Morning,Interactive,15.0,Medium,75.0,Low,Beginner,F
ID_136,19.0,F,Engineering,Junior,70.0,6.4,C,Visual,Hybrid,Fast,Afternoon,Text,19.0,Low,53.0,High,Intermediate,B
ID_378,18.0,F,Mathematics,Junior,102.0,6.0,D,Auditory,In-person,Average,Evening,Audio,7.0,High,53.0,High,Beginner,D
ID_171,24.0,F,Engineering,Junior,61.0,9.0,D,Auditory,In-person,Slow,Morning,Video,15.0,Low,59.0,Low,Advanced,B
ID_183,23.0,F,Chemistry,Sophomore,108.0,5.1,A,Kinesthetic,In-person,Average,Morning,Interactive,15.0,Medium,75.0,Low,Beginner,F
ID_372,23.0,F,Biology,Freshman,60.0,5.9,F,Auditory,Online,Average,Afternoon,Video,15.0,Medium,99.0,Medium,Intermediate,C
ID_41,23.0,F,Engineering,Freshman,88.0,7.4,F,Kinesthetic,Hybrid,Fast,Morning,Interactive,17.0,High,76.0,High,Advanced,A
ID_360,19.0,M,Biology,Sophomore,193.17000869982883,8.9,C,Reading/Writing,Hybrid,Fast,Evening,Interactive,19.0,Medium,194.31115038112938,Low,Beginner,D
ID_361,23.0,M,Biology,Sophomore,88.0,8.2,A,Visual,Hybrid,Slow,Morning,Video,16.0,Low,198.6309568440951,High,Intermediate,C
ID_256,18.0,M,Mathematics,Freshman,110.0,5.4,A,Kinesthetic,Hybrid,Slow,Evening,Audio,8.0,Medium,60.0,Medium,Intermediate,B
ID_346,18.0,M,Engineering,Freshman,99.0,5.1,F,Kinesthetic,In-person,Fast,Morning,Video,11.0,Medium,93.0,Medium,Intermediate,B
ID_348,20.0,M,Literature,Junior,115.0,14.422069486241437,F,Visual,Online,Fast,Morning,Interactive,8.0,High,78.0,High,Beginner,D
ID_365,20.0,M,Chemistry,Freshman,100.0,7.3,D,Kinesthetic,In-person,Fast,Morning,Interactive,6.0,High,78.0,Medium,Beginner,B
ID_387,23.0,M,Engineering,Sophomore,103.0,8.7,B,Reading/Writing,Online,Slow,Morning,Audio,6.0,High,54.0,Low,Intermediate,F
ID_389,22.0,M,Literature,Junior,87.0,8.0,A,Visual,In-person,Slow,Afternoon,Video,10.0,Medium,69.0,Low,Intermediate,B
ID_122,18.0,F,Engineering,Sophomore,77.0,7.9,D,Auditory,Hybrid,Slow,Afternoon,Interactive,14.0,High,91.0,Medium,Advanced,F
ID_388,23.0,M,Biology,Senior,115.0,6.0,C,Auditory,Online,Fast,Afternoon,Video,16.0,High,54.0,Medium,Intermediate,F
ID_286,23.0,M,Literature,Junior,93.0,6.0,A,Visual,In-person,Slow,Afternoon,Audio,7.0,Medium,76.0,High,Beginner,A
ID_33,18.0,F,Biology,Junior,81.0,7.1,A,Auditory,Hybrid,Fast,Afternoon,Text,6.0,High,73.0,High,Beginner,F
ID_353,23.0,M,Literature,Junior,90.0,5.8,A,Kinesthetic,In-person,Slow,Evening,Text,16.0,High,80.0,Medium,Intermediate,A
ID_419,22.0,M,Chemistry,Sophomore,112.0,5.0,B,Reading/Writing,Online,Average,Evening,Audio,13.0,High,92.0,Medium,Intermediate,B
ID_432,24.0,F,Mathematics,Senior,106.0,8.1,C,Visual,Online,Average,Afternoon,Video,16.0,Medium,73.0,Low,Beginner,D
ID_20,21.0,M,Engineering,Junior,100.0,7.8,D,Visual,In-person,Slow,Morning,Video,17.0,High,62.0,Low,Intermediate,D
ID_192,22.0,M,Biology,Junior,98.0,6.8,C,Kinesthetic,Online,Slow,Morning,Interactive,10.0,High,94.0,Low,Advanced,B
ID_299,20.0,F,Literature,Junior,71.0,7.9,A,Reading/Writing,In-person,Average,Morning,Text,8.0,High,85.0,Medium,Advanced,B
ID_159,23.0,M,Mathematics,Junior,61.0,5.8,C,Visual,Hybrid,Average,Evening,Video,10.0,Medium,95.0,Low,Advanced,B
ID_330,18.0,F,Literature,Junior,98.0,5.3,C,Reading/Writing,Online,Average,Morning,Video,15.0,Low,64.0,Low,Advanced,C
ID_499,19.0,F,Biology,Junior,100.0,5.7,B,Reading/Writing,Hybrid,Fast,Afternoon,Audio,10.0,High,67.0,Medium,Advanced,C
ID_82,19.0,F,Engineering,Sophomore,111.0,7.5,A,Kinesthetic,In-person,Slow,Morning,Text,15.0,High,94.0,Low,Intermediate,F
ID_441,20.0,F,Chemistry,Freshman,111.0,6.3,A,Kinesthetic,Online,Slow,Evening,Video,6.0,Low,91.0,Low,Intermediate,D
ID_45,20.0,M,Chemistry,Senior,212.88468309296556,8.8,C,Visual,In-person,Average,Afternoon,Video,14.0,Low,94.0,Medium,Beginner,C
ID_440,19.0,F,Mathematics,Freshman,104.0,6.5,F,Auditory,In-person,Average,Evening,Text,15.0,Low,88.0,Medium,Intermediate,B
ID_258,20.0,M,Chemistry,Freshman,88.0,5.2,F,Auditory,In-person,Slow,Morning,Interactive,10.0,Medium,83.0,High,Beginner,B
ID_438,24.0,F,Engineering,Junior,79.0,5.8,C,Visual,Hybrid,Average,Evening,Video,12.0,Low,86.0,Medium,Intermediate,A
ID_320,24.0,M,Mathematics,Freshman,96.0,7.5,D,Auditory,Hybrid,Fast,Afternoon,Interactive,19.0,Medium,63.0,High,Advanced,A
ID_466,22.0,F,Engineering,Sophomore,69.0,7.4,D,Kinesthetic,Hybrid,Slow,Morning,Text,10.0,Medium,63.0,Medium,Intermediate,F
ID_470,18.0,M,Literature,Senior,76.0,8.3,D,Kinesthetic,In-person,Average,Morning,Text,17.0,Low,91.0,Medium,Intermediate,B
ID_188,24.0,M,Chemistry,Senior,65.0,8.7,D,Reading/Writing,Hybrid,Fast,Afternoon,Video,16.0,Low,99.0,Medium,Advanced,F
ID_285,19.0,F,Engineering,Sophomore,112.0,5.0,C,Kinesthetic,Online,Average,Morning,Video,7.0,Low,56.0,Low,Intermediate,C
ID_374,21.0,F,Chemistry,Sophomore,113.0,6.7,D,Reading/Writing,Hybrid,Fast,Evening,Text,6.0,High,92.0,Medium,Advanced,B
ID_160,20.0,M,Chemistry,Senior,92.0,7.1,D,Visual,Online,Average,Evening,Video,17.0,High,58.0,Medium,Intermediate,B
ID_93,21.0,F,Biology,Sophomore,105.0,6.4,F,Reading/Writing,Hybrid,Slow,Evening,Interactive,13.0,High,83.0,Low,Beginner,C
ID_57,19.0,F,Literature,Sophomore,97.0,6.9,B,Reading/Writing,Hybrid,Fast,Afternoon,Text,17.0,Medium,77.0,Low,Advanced,F
ID_85,23.0,M,Mathematics,Junior,88.0,8.3,A,Kinesthetic,In-person,Slow,Evening,Text,14.0,Medium,85.0,Medium,Intermediate,F
ID_324,24.0,M,Mathematics,Freshman,100.0,7.9,D,Auditory,Online,Slow,Evening,Interactive,17.0,High,55.0,High,Intermediate,A
ID_5,20.0,M,Engineering,Sophomore,74.0,8.5,A,Kinesthetic,Online,Average,Afternoon,Video,14.0,Low,70.0,High,Intermediate,F
ID_75,24.0,F,Mathematics,Junior,88.0,7.3,B,Auditory,In-person,Average,Afternoon,Audio,14.0,High,84.0,High,Advanced,A
ID_365,20.0,M,Chemistry,Freshman,100.0,7.3,D,Kinesthetic,In-person,Fast,Morning,Interactive,6.0,High,78.0,Medium,Beginner,B
ID_26,18.0,M,Engineering,Junior,70.0,5.3,B,Auditory,In-person,Average,Evening,Video,12.0,Low,70.0,Low,Beginner,C
ID_196,23.0,M,Engineering,Junior,109.0,7.0,F,Kinesthetic,Hybrid,Slow,Morning,Text,15.0,Medium,88.0,Low,Intermediate,A
ID_311,24.0,F,Chemistry,Sophomore,107.0,6.0,A,Kinesthetic,In-person,Average,Afternoon,Audio,14.0,Medium,63.0,Medium,Beginner,B
ID_470,18.0,M,Literature,Senior,76.0,8.3,D,Kinesthetic,In-person,Average,Morning,Text,17.0,Low,91.0,Medium,Intermediate,B
ID_235,18.0,M,Chemistry,Sophomore,67.0,6.2,B,Kinesthetic,In-person,Fast,Morning,Text,17.0,High,68.0,Medium,Beginner,D
ID_426,21.0,M,Mathematics,Sophomore,109.0,5.8,A,Visual,In-person,Fast,Morning,Audio,13.0,High,55.0,Low,Intermediate,A
ID_497,18.0,M,Chemistry,Freshman,68.0,7.3,F,Visual,Online,Fast,Afternoon,Video,19.0,Medium,79.0,Low,Advanced,D
ID_452,19.0,F,Mathematics,Junior,67.0,6.7,B,Reading/Writing,Online,Fast,Afternoon,Text,17.0,High,91.0,Low,Advanced,A
ID_298,21.0,M,Engineering,Sophomore,113.0,6.3,A,Reading/Writing,Hybrid,Fast,Morning,Audio,9.0,Low,99.0,Low,Beginner,C
ID_352,21.0,F,Literature,Senior,106.0,6.5,D,Visual,Online,Average,Morning,Text,6.0,Medium,78.0,Medium,Advanced,F
ID_181,22.0,M,Chemistry,Freshman,114.0,8.1,A,Visual,Hybrid,Average,Evening,Text,13.0,High,78.0,Medium,Advanced,C
ID_224,18.0,F,Literature,Junior,71.0,7.0,A,Visual,In-person,Average,Afternoon,Interactive,16.0,High,79.0,Low,Intermediate,B
ID_323,20.0,M,Biology,Junior,104.0,5.6,A,Reading/Writing,In-person,Average,Afternoon,Text,9.0,Medium,64.0,Low,Advanced,D
ID_311,24.0,F,Chemistry,Sophomore,107.0,6.0,A,Kinesthetic,In-person,Average,Afternoon,Audio,14.0,Medium,63.0,Medium,Beginner,B
ID_472,22.0,F,Engineering,Senior,67.0,5.3,A,Auditory,In-person,Slow,Afternoon,Interactive,10.0,High,69.0,Low,Advanced,A
ID_169,18.0,F,Engineering,Senior,81.0,6.6,B,Kinesthetic,Online,Slow,Afternoon,Video,6.0,Low,61.0,Low,Advanced,A
ID_349,18.0,M,Engineering,Junior,95.0,6.2,D,Reading/Writing,Online,Fast,Evening,Video,11.0,Medium,83.0,Medium,Intermediate,D
ID_404,20.0,F,Chemistry,Senior,60.0,5.9,F,Reading/Writing,Hybrid,Fast,Afternoon,Audio,10.0,Medium,83.0,Low,Advanced,F
ID_127,24.0,F,Chemistry,Junior,91.0,7.9,A,Visual,Online,Fast,Afternoon,Video,19.0,Medium,58.0,Medium,Intermediate,F
ID_290,18.0,F,Chemistry,Freshman,93.0,7.0,C,Visual,In-person,Slow,Morning,Text,19.0,Low,87.0,High,Beginner,B
ID_294,23.0,M,Mathematics,Senior,101.0,8.4,C,Visual,Online,Average,Afternoon,Audio,13.0,Low,90.0,Medium,Beginner,F
ID_60,21.0,F,Biology,Sophomore,94.0,6.2,A,Kinesthetic,In-person,Fast,Evening,Text,18.0,Medium,90.0,High,Advanced,D
ID_14,22.0,F,Mathematics,Sophomore,93.0,5.5,C,Visual,In-person,Slow,Evening,Text,16.0,Low,72.0,Medium,Beginner,A
ID_403,22.0,F,Engineering,Sophomore,88.0,8.3,F,Auditory,In-person,Average,Afternoon,Audio,13.0,Low,71.0,High,Intermediate,F
ID_74,22.0,F,Engineering,Junior,76.0,5.4,F,Visual,Hybrid,Slow,Evening,Text,12.0,Low,52.0,High,Intermediate,D
ID_426,21.0,M,Mathematics,Sophomore,109.0,5.8,A,Visual,In-person,Fast,Morning,Audio,13.0,High,55.0,Low,Intermediate,A
